failure_event_id,asset_id,pm_event_id_context,failure_date,ticket_open_date,ticket_close_date,failure_category,severity,priority,description,downtime_hours,labor_hours,labor_cost,material_cost,other_costs,total_cost,root_cause,region,environment_type,model
FAIL_008108,GEN_1729,PM_017200,2024-08-18,2024-08-18,2024-08-18,Fuel,Low,Normal,Fuel issue observed after PM cycle,6.19,2.25,157.6,915.7,266.3,1182.0,Overdue maintenance,North,Coastal,KOH-400
FAIL_008109,GEN_1729,PM_017201,2024-12-31,2024-12-31,2024-12-31,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,4.79,1.62,153.42,1187.66,186.53,1374.19,Overdue maintenance,North,Coastal,KOH-400
FAIL_008110,GEN_1729,PM_017202,2025-03-03,2025-03-03,2025-03-03,Fuel,Low,Normal,Fuel issue observed after PM cycle,4.22,4.16,270.92,879.53,201.55,1081.08,Wear and tear,North,Coastal,KOH-400
FAIL_008111,GEN_1729,PM_017202,2025-03-14,2025-03-14,2025-03-14,Cooling,High,High,Cooling issue observed after PM cycle,9.58,8.23,675.02,1896.94,178.61,2075.55,Fuel contamination,North,Coastal,KOH-400
FAIL_008112,GEN_1729,PM_017204,2025-11-06,2025-11-06,2025-11-06,Oil,Medium,Normal,Oil issue observed after PM cycle,2.0,2.73,200.66,937.81,139.99,1077.8,Fuel contamination,North,Coastal,KOH-400
FAIL_008113,GEN_1730,PM_017206,2023-05-04,2023-05-04,2023-05-04,Fuel,Critical,High,Fuel issue observed after PM cycle,7.02,5.23,418.91,1667.37,206.16,1873.53,Fuel contamination,East,Hot-Dry,MTU-480
FAIL_008114,GEN_1730,PM_017207,2024-01-15,2024-01-15,2024-01-15,Oil,Low,Normal,Oil issue observed after PM cycle,10.32,3.52,326.57,1244.49,241.61,1486.1,Wear and tear,East,Hot-Dry,MTU-480
FAIL_008115,GEN_1731,PM_017212,2023-05-19,2023-05-19,2023-05-19,Oil,Medium,Normal,Oil issue observed after PM cycle,6.15,2.6,190.14,872.08,194.68,1066.76,Overdue maintenance,North,Hot-Dry,KOH-400
FAIL_008116,GEN_1731,PM_017213,2023-09-05,2023-09-05,2023-09-05,Oil,Medium,Normal,Oil issue observed after PM cycle,9.9,4.5,334.09,1731.42,162.75,1894.17,Electrical instability,North,Hot-Dry,KOH-400
FAIL_008117,GEN_1731,PM_017216,2024-07-17,2024-07-17,2024-07-17,Fuel,Medium,Normal,Fuel issue observed after PM cycle,2.52,2.85,285.52,1013.24,195.41,1208.65,Electrical instability,North,Hot-Dry,KOH-400
FAIL_008118,GEN_1731,PM_017217,2024-09-27,2024-09-27,2024-09-27,Cooling,Medium,Normal,Cooling issue observed after PM cycle,5.14,3.11,268.23,784.66,167.33,951.99,Electrical instability,North,Hot-Dry,KOH-400
FAIL_008119,GEN_1731,PM_017218,2025-01-15,2025-01-15,2025-01-15,Fuel,Medium,Normal,Fuel issue observed after PM cycle,4.86,4.02,304.56,1268.83,117.79,1386.62,Wear and tear,North,Hot-Dry,KOH-400
FAIL_008120,GEN_1731,PM_017218,2025-02-18,2025-02-18,2025-02-18,Alternator,Critical,High,Alternator issue observed after PM cycle,12.16,3.5,325.2,1656.54,137.15,1793.69,Heat stress,North,Hot-Dry,KOH-400
FAIL_008121,GEN_1731,PM_017218,2025-03-01,2025-03-01,2025-03-01,Fuel,Low,Normal,Fuel issue observed after PM cycle,6.6,4.76,321.39,1218.34,178.66,1397.0,Heat stress,North,Hot-Dry,KOH-400
FAIL_008122,GEN_1732,PM_017227,2024-05-09,2024-05-09,2024-05-09,Fuel,High,High,Fuel issue observed after PM cycle,8.3,5.36,552.68,1318.52,179.18,1497.7,Electrical instability,South,Rural,CAT-450
FAIL_008123,GEN_1733,PM_017235,2023-05-06,2023-05-06,2023-05-06,Alternator,High,High,Alternator issue observed after PM cycle,9.52,3.77,347.41,1812.29,209.36,2021.65,Overdue maintenance,West,Coastal,KOH-400
FAIL_008124,GEN_1733,PM_017235,2023-05-19,2023-05-19,2023-05-19,Battery,High,High,Battery issue observed after PM cycle,9.36,4.99,522.61,1939.03,186.08,2125.11,Wear and tear,West,Coastal,KOH-400
FAIL_008125,GEN_1733,PM_017236,2023-12-29,2023-12-29,2023-12-29,Starter,Critical,High,Starter issue observed after PM cycle,7.79,7.29,748.83,2176.71,157.5,2334.21,Overdue maintenance,West,Coastal,KOH-400
FAIL_008126,GEN_1733,PM_017236,2024-01-24,2024-01-24,2024-01-24,Alternator,Low,Normal,Alternator issue observed after PM cycle,6.74,5.16,553.98,1593.01,189.95,1782.96,Wear and tear,West,Coastal,KOH-400
FAIL_008127,GEN_1734,PM_017241,2023-03-18,2023-03-18,2023-03-18,Oil,Medium,Normal,Oil issue observed after PM cycle,8.46,4.44,427.09,1177.61,119.52,1297.13,Fuel contamination,East,Hot-Dry,KOH-400
FAIL_008128,GEN_1734,PM_017245,2024-04-19,2024-04-19,2024-04-19,Cooling,Medium,Normal,Cooling issue observed after PM cycle,9.32,2.7,286.66,375.83,236.2,612.03,Wear and tear,East,Hot-Dry,KOH-400
FAIL_008129,GEN_1734,PM_017246,2024-07-23,2024-07-23,2024-07-23,Cooling,High,High,Cooling issue observed after PM cycle,15.19,6.29,645.29,1122.84,180.53,1303.37,Wear and tear,East,Hot-Dry,KOH-400
FAIL_008130,GEN_1734,PM_017247,2024-10-26,2024-10-26,2024-10-26,Starter,High,High,Starter issue observed after PM cycle,10.37,5.86,461.12,1077.38,226.1,1303.48,Fuel contamination,East,Hot-Dry,KOH-400
FAIL_008131,GEN_1734,PM_017248,2025-03-09,2025-03-09,2025-03-09,Cooling,Low,Normal,Cooling issue observed after PM cycle,5.11,3.62,343.91,1154.9,182.0,1336.9,Wear and tear,East,Hot-Dry,KOH-400
FAIL_008132,GEN_1734,PM_017249,2025-04-30,2025-04-30,2025-04-30,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,1.0,4.05,386.29,911.07,149.56,1060.63,Wear and tear,East,Hot-Dry,KOH-400
FAIL_008133,GEN_1734,PM_017250,2025-08-04,2025-08-04,2025-08-04,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,8.01,3.17,221.01,669.41,200.73,870.14,Heat stress,East,Hot-Dry,KOH-400
FAIL_008134,GEN_1734,PM_017250,2025-08-14,2025-08-14,2025-08-14,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,5.64,3.54,320.43,766.12,80.0,846.12,Overdue maintenance,East,Hot-Dry,KOH-400
FAIL_008135,GEN_1735,PM_017252,2023-05-24,2023-05-24,2023-05-24,Cooling,Medium,Normal,Cooling issue observed after PM cycle,4.99,2.97,319.79,1048.22,227.21,1275.43,Fuel contamination,Central,Hot-Dry,MTU-480
FAIL_008136,GEN_1735,PM_017252,2023-06-03,2023-06-03,2023-06-03,Oil,Medium,Normal,Oil issue observed after PM cycle,9.5,3.42,295.1,1004.01,202.06,1206.07,Corrosion,Central,Hot-Dry,MTU-480
FAIL_008137,GEN_1736,PM_017258,2023-02-25,2023-02-25,2023-02-25,Fuel,Low,Normal,Fuel issue observed after PM cycle,1.56,2.77,270.59,600.95,210.99,811.94,Wear and tear,North,Urban,GENX-550
FAIL_008138,GEN_1736,PM_017262,2024-04-19,2024-04-19,2024-04-19,Battery,Medium,Normal,Battery issue observed after PM cycle,8.69,2.69,202.47,873.85,180.92,1054.77,Fuel contamination,North,Urban,GENX-550
FAIL_008139,GEN_1736,PM_017267,2025-06-29,2025-06-29,2025-06-29,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,5.28,5.61,515.9,1143.18,223.56,1366.74,Heat stress,North,Urban,GENX-550
FAIL_008140,GEN_1737,PM_017269,2023-02-12,2023-02-12,2023-02-12,Cooling,Critical,High,Cooling issue observed after PM cycle,7.01,3.33,330.91,1243.58,200.9,1444.48,Corrosion,South,Urban,KOH-400
FAIL_008141,GEN_1737,PM_017270,2023-06-27,2023-06-27,2023-06-27,Alternator,High,High,Alternator issue observed after PM cycle,8.77,5.23,541.41,1380.72,172.21,1552.93,Electrical instability,South,Urban,KOH-400
FAIL_008142,GEN_1737,PM_017271,2023-11-01,2023-11-01,2023-11-01,Starter,Medium,Normal,Starter issue observed after PM cycle,2.95,4.93,413.08,752.24,225.42,977.66,Fuel contamination,South,Urban,KOH-400
FAIL_008143,GEN_1737,PM_017271,2023-11-03,2023-11-03,2023-11-03,Oil,Medium,Normal,Oil issue observed after PM cycle,7.02,4.68,354.02,591.48,145.37,736.85,Heat stress,South,Urban,KOH-400
FAIL_008144,GEN_1737,PM_017271,2023-12-13,2023-12-13,2023-12-13,Cooling,Low,Normal,Cooling issue observed after PM cycle,6.84,2.46,226.57,1084.3,109.05,1193.35,Corrosion,South,Urban,KOH-400
FAIL_008145,GEN_1737,PM_017272,2024-03-09,2024-03-09,2024-03-09,Battery,Critical,High,Battery issue observed after PM cycle,13.16,5.04,502.63,2218.57,144.71,2363.28,Wear and tear,South,Urban,KOH-400
FAIL_008146,GEN_1737,PM_017273,2024-05-18,2024-05-18,2024-05-18,Cooling,Medium,Normal,Cooling issue observed after PM cycle,5.97,3.49,288.84,629.38,197.11,826.49,Heat stress,South,Urban,KOH-400
FAIL_008147,GEN_1737,PM_017275,2024-11-15,2024-11-15,2024-11-15,Oil,Medium,Normal,Oil issue observed after PM cycle,3.58,5.55,511.39,1208.03,209.96,1417.99,Wear and tear,South,Urban,KOH-400
FAIL_008148,GEN_1737,PM_017275,2024-12-10,2024-12-10,2024-12-10,Cooling,Low,Normal,Cooling issue observed after PM cycle,3.13,3.73,313.35,678.44,191.04,869.48,Corrosion,South,Urban,KOH-400
FAIL_008149,GEN_1738,PM_017280,2023-04-02,2023-04-02,2023-04-02,Oil,Medium,Normal,Oil issue observed after PM cycle,5.24,3.09,217.38,530.56,100.48,631.04,Wear and tear,North,Hot-Dry,MTU-480
FAIL_008150,GEN_1738,PM_017283,2024-05-16,2024-05-16,2024-05-16,Fuel,Low,Normal,Fuel issue observed after PM cycle,7.66,5.9,460.09,839.45,142.22,981.67,Overdue maintenance,North,Hot-Dry,MTU-480
FAIL_008151,GEN_1738,PM_017285,2025-02-06,2025-02-06,2025-02-06,Battery,Critical,High,Battery issue observed after PM cycle,5.75,4.62,369.27,1209.81,161.91,1371.72,Fuel contamination,North,Hot-Dry,MTU-480
FAIL_008152,GEN_1738,PM_017285,2025-03-09,2025-03-09,2025-03-09,Cooling,Medium,Normal,Cooling issue observed after PM cycle,6.26,2.71,237.55,1223.26,257.45,1480.71,Wear and tear,North,Hot-Dry,MTU-480
FAIL_008153,GEN_1738,PM_017287,2025-11-02,2025-11-02,2025-11-02,Starter,Low,Normal,Starter issue observed after PM cycle,4.85,4.79,459.39,883.57,104.74,988.31,Heat stress,North,Hot-Dry,MTU-480
FAIL_008154,GEN_1739,PM_017288,2023-02-10,2023-02-10,2023-02-10,Starter,High,High,Starter issue observed after PM cycle,14.88,4.98,368.67,1238.01,153.46,1391.47,Heat stress,North,Hot-Dry,CAT-450
FAIL_008155,GEN_1739,PM_017288,2023-02-23,2023-02-23,2023-02-23,Oil,Medium,Normal,Oil issue observed after PM cycle,7.61,3.11,232.63,1116.2,121.02,1237.22,Electrical instability,North,Hot-Dry,CAT-450
FAIL_008156,GEN_1739,PM_017288,2023-03-26,2023-03-26,2023-03-26,Battery,Critical,High,Battery issue observed after PM cycle,12.36,4.28,459.43,1760.14,195.02,1955.16,Overdue maintenance,North,Hot-Dry,CAT-450
FAIL_008157,GEN_1739,PM_017289,2023-06-14,2023-06-14,2023-06-14,Battery,Medium,Normal,Battery issue observed after PM cycle,5.51,4.75,329.22,902.21,246.44,1148.65,Wear and tear,North,Hot-Dry,CAT-450
FAIL_008158,GEN_1739,PM_017294,2024-11-07,2024-11-07,2024-11-07,Oil,High,High,Oil issue observed after PM cycle,7.16,8.16,858.6,1746.46,108.79,1855.25,Heat stress,North,Hot-Dry,CAT-450
FAIL_008159,GEN_1739,PM_017295,2025-01-20,2025-01-20,2025-01-20,Battery,Medium,Normal,Battery issue observed after PM cycle,5.45,6.21,466.24,1122.06,174.3,1296.36,Overdue maintenance,North,Hot-Dry,CAT-450
FAIL_008160,GEN_1739,PM_017296,2025-04-22,2025-04-22,2025-04-22,Starter,Medium,Normal,Starter issue observed after PM cycle,5.17,3.57,252.95,434.31,109.37,543.68,Fuel contamination,North,Hot-Dry,CAT-450
FAIL_008161,GEN_1739,PM_017298,2025-10-17,2025-10-17,2025-10-17,Battery,Low,Normal,Battery issue observed after PM cycle,6.33,4.2,369.62,953.9,163.35,1117.25,Overdue maintenance,North,Hot-Dry,CAT-450
FAIL_008162,GEN_1740,PM_017300,2023-03-25,2023-03-25,2023-03-25,Fuel,Medium,Normal,Fuel issue observed after PM cycle,2.02,4.71,377.16,669.88,216.04,885.92,Wear and tear,West,Urban,KOH-400
FAIL_008163,GEN_1740,PM_017303,2023-11-13,2023-11-13,2023-11-13,Alternator,High,High,Alternator issue observed after PM cycle,9.75,5.27,481.54,1383.66,172.45,1556.11,Overdue maintenance,West,Urban,KOH-400
FAIL_008164,GEN_1740,PM_017303,2023-11-21,2023-11-21,2023-11-21,Starter,Low,Normal,Starter issue observed after PM cycle,8.51,3.23,352.66,1233.78,181.84,1415.62,Overdue maintenance,West,Urban,KOH-400
FAIL_008165,GEN_1740,PM_017303,2023-11-29,2023-11-29,2023-11-29,Starter,Medium,Normal,Starter issue observed after PM cycle,5.18,5.39,441.31,795.89,220.95,1016.84,Heat stress,West,Urban,KOH-400
FAIL_008166,GEN_1740,PM_017304,2024-03-14,2024-03-14,2024-03-14,Battery,Medium,Normal,Battery issue observed after PM cycle,7.66,2.48,172.07,550.93,202.43,753.36,Fuel contamination,West,Urban,KOH-400
FAIL_008167,GEN_1740,PM_017308,2025-03-14,2025-03-14,2025-03-14,Cooling,High,High,Cooling issue observed after PM cycle,6.88,7.89,548.4,1255.06,107.49,1362.55,Heat stress,West,Urban,KOH-400
FAIL_008168,GEN_1741,PM_017312,2023-05-19,2023-05-19,2023-05-19,Cooling,Medium,Normal,Cooling issue observed after PM cycle,7.37,1.0,98.57,821.34,113.96,935.3,Wear and tear,South,Coastal,MTU-480
FAIL_008169,GEN_1741,PM_017319,2025-03-02,2025-03-02,2025-03-02,Cooling,Medium,Normal,Cooling issue observed after PM cycle,10.0,3.0,249.23,920.47,220.74,1141.21,Wear and tear,South,Coastal,MTU-480
FAIL_008170,GEN_1742,PM_017323,2023-03-26,2023-03-26,2023-03-26,Battery,Critical,High,Battery issue observed after PM cycle,14.2,3.69,262.48,1446.3,200.05,1646.35,Electrical instability,West,Urban,CUM-500
FAIL_008171,GEN_1742,PM_017329,2024-10-25,2024-10-25,2024-10-25,Oil,Medium,Normal,Oil issue observed after PM cycle,2.08,4.45,336.98,867.51,167.71,1035.22,Heat stress,West,Urban,CUM-500
FAIL_008172,GEN_1742,PM_017329,2024-11-19,2024-11-19,2024-11-19,Alternator,High,High,Alternator issue observed after PM cycle,11.67,5.06,460.62,1667.72,144.6,1812.32,Corrosion,West,Urban,CUM-500
FAIL_008173,GEN_1742,PM_017330,2025-02-15,2025-02-15,2025-02-15,Oil,High,High,Oil issue observed after PM cycle,14.56,6.12,440.68,1620.43,206.45,1826.88,Fuel contamination,West,Urban,CUM-500
FAIL_008174,GEN_1743,PM_017335,2023-07-17,2023-07-17,2023-07-17,Fuel,Medium,Normal,Fuel issue observed after PM cycle,1.35,3.77,366.93,950.8,173.47,1124.27,Wear and tear,West,Coastal,CAT-450
FAIL_008175,GEN_1743,PM_017335,2023-08-13,2023-08-13,2023-08-13,Battery,Low,Normal,Battery issue observed after PM cycle,6.25,5.76,493.98,806.06,127.27,933.33,Overdue maintenance,West,Coastal,CAT-450
FAIL_008176,GEN_1743,PM_017336,2023-11-05,2023-11-05,2023-11-05,Battery,Medium,Normal,Battery issue observed after PM cycle,7.09,6.29,587.5,532.7,173.3,706.0,Overdue maintenance,West,Coastal,CAT-450
FAIL_008177,GEN_1743,PM_017336,2023-12-25,2023-12-25,2023-12-25,Alternator,Medium,Normal,Alternator issue observed after PM cycle,4.16,3.48,349.68,807.07,133.02,940.09,Overdue maintenance,West,Coastal,CAT-450
FAIL_008178,GEN_1743,PM_017336,2024-01-28,2024-01-28,2024-01-28,Oil,Medium,Normal,Oil issue observed after PM cycle,6.04,1.13,107.73,1234.75,222.55,1457.3,Heat stress,West,Coastal,CAT-450
FAIL_008179,GEN_1743,PM_017338,2024-09-15,2024-09-15,2024-09-15,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,3.32,3.57,271.62,1118.46,89.4,1207.86,Electrical instability,West,Coastal,CAT-450
FAIL_008180,GEN_1743,PM_017339,2025-01-24,2025-01-24,2025-01-24,Cooling,Critical,High,Cooling issue observed after PM cycle,3.58,7.62,708.49,1753.27,175.09,1928.36,Overdue maintenance,West,Coastal,CAT-450
FAIL_008181,GEN_1744,PM_017343,2023-08-22,2023-08-22,2023-08-22,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,7.47,1.75,126.07,1425.07,189.5,1614.57,Overdue maintenance,South,Cold,MTU-480
FAIL_008182,GEN_1745,PM_017350,2024-03-21,2024-03-21,2024-03-21,Control Panel,High,High,Control Panel issue observed after PM cycle,13.85,6.61,444.4,2266.05,202.2,2468.25,Fuel contamination,South,Rural,CUM-500
FAIL_008183,GEN_1745,PM_017352,2025-01-28,2025-01-28,2025-01-28,Fuel,Medium,Normal,Fuel issue observed after PM cycle,6.01,2.46,225.89,1333.46,236.42,1569.88,Overdue maintenance,South,Rural,CUM-500
FAIL_008184,GEN_1746,PM_017355,2023-05-30,2023-05-30,2023-05-30,Fuel,High,High,Fuel issue observed after PM cycle,8.69,4.46,354.56,2106.4,191.46,2297.86,Electrical instability,North,Cold,GENX-550
FAIL_008185,GEN_1746,PM_017355,2023-06-08,2023-06-08,2023-06-08,Control Panel,High,High,Control Panel issue observed after PM cycle,9.86,6.16,563.62,1931.24,188.67,2119.91,Heat stress,North,Cold,GENX-550
FAIL_008186,GEN_1746,PM_017358,2024-05-31,2024-05-31,2024-05-31,Battery,Medium,Normal,Battery issue observed after PM cycle,4.44,4.82,373.65,890.57,139.92,1030.49,Overdue maintenance,North,Cold,GENX-550
FAIL_008187,GEN_1746,PM_017361,2025-05-21,2025-05-21,2025-05-21,Oil,Medium,Normal,Oil issue observed after PM cycle,8.85,2.83,223.77,480.54,183.58,664.12,Overdue maintenance,North,Cold,GENX-550
FAIL_008188,GEN_1747,PM_017368,2024-09-21,2024-09-21,2024-09-21,Oil,High,High,Oil issue observed after PM cycle,7.78,7.39,657.42,1637.69,261.29,1898.98,Electrical instability,South,Coastal,CAT-450
FAIL_008189,GEN_1748,PM_017373,2023-04-01,2023-04-01,2023-04-01,Control Panel,Critical,High,Control Panel issue observed after PM cycle,8.28,4.1,449.95,1484.57,173.48,1658.05,Fuel contamination,West,Cold,KOH-400
FAIL_008190,GEN_1748,PM_017375,2023-09-11,2023-09-11,2023-09-11,Alternator,Medium,Normal,Alternator issue observed after PM cycle,6.56,4.17,455.18,609.65,223.16,832.81,Electrical instability,West,Cold,KOH-400
FAIL_008191,GEN_1748,PM_017377,2024-04-09,2024-04-09,2024-04-09,Battery,Medium,Normal,Battery issue observed after PM cycle,4.09,4.17,319.12,638.24,171.26,809.5,Electrical instability,West,Cold,KOH-400
FAIL_008192,GEN_1748,PM_017377,2024-05-06,2024-05-06,2024-05-06,Oil,Critical,High,Oil issue observed after PM cycle,10.58,5.69,585.46,1625.92,118.69,1744.61,Heat stress,West,Cold,KOH-400
FAIL_008193,GEN_1748,PM_017379,2024-10-17,2024-10-17,2024-10-17,Oil,High,High,Oil issue observed after PM cycle,8.12,6.49,509.46,1237.76,248.39,1486.15,Wear and tear,West,Cold,KOH-400
FAIL_008194,GEN_1748,PM_017380,2024-12-20,2024-12-20,2024-12-20,Oil,Medium,Normal,Oil issue observed after PM cycle,2.82,3.36,352.72,502.16,202.52,704.68,Wear and tear,West,Cold,KOH-400
FAIL_008195,GEN_1749,PM_017387,2024-01-30,2024-01-30,2024-01-30,Fuel,High,High,Fuel issue observed after PM cycle,10.58,6.45,647.09,1865.22,256.17,2121.39,Electrical instability,South,Coastal,KOH-400
FAIL_008196,GEN_1749,PM_017387,2024-03-12,2024-03-12,2024-03-12,Starter,Low,Normal,Starter issue observed after PM cycle,10.81,2.66,199.03,1134.08,176.18,1310.26,Overdue maintenance,South,Coastal,KOH-400
FAIL_008197,GEN_1749,PM_017390,2025-04-02,2025-04-02,2025-04-02,Starter,Medium,Normal,Starter issue observed after PM cycle,6.17,3.04,255.98,1509.37,185.64,1695.01,Fuel contamination,South,Coastal,KOH-400
FAIL_008198,GEN_1749,PM_017391,2025-06-10,2025-06-10,2025-06-10,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,8.99,2.89,215.27,743.66,151.49,895.15,Corrosion,South,Coastal,KOH-400
FAIL_008199,GEN_1749,PM_017391,2025-06-23,2025-06-23,2025-06-23,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,5.6,4.27,280.74,1058.35,165.83,1224.18,Corrosion,South,Coastal,KOH-400
FAIL_008200,GEN_1749,PM_017392,2025-11-21,2025-11-21,2025-11-21,Starter,Low,Normal,Starter issue observed after PM cycle,2.45,1.0,79.8,878.19,182.06,1060.25,Overdue maintenance,South,Coastal,KOH-400
FAIL_008201,GEN_1750,PM_017394,2023-05-19,2023-05-19,2023-05-19,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,3.43,3.94,411.79,255.28,140.01,395.29,Electrical instability,Central,Rural,KOH-400
FAIL_008202,GEN_1750,PM_017395,2023-09-07,2023-09-07,2023-09-07,Cooling,Medium,Normal,Cooling issue observed after PM cycle,3.62,2.89,215.15,915.02,215.03,1130.05,Heat stress,Central,Rural,KOH-400
FAIL_008203,GEN_1750,PM_017396,2023-11-24,2023-11-24,2023-11-24,Alternator,Medium,Normal,Alternator issue observed after PM cycle,2.87,4.28,334.96,639.62,179.54,819.16,Heat stress,Central,Rural,KOH-400
FAIL_008204,GEN_1750,PM_017396,2023-12-26,2023-12-26,2023-12-26,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,8.31,2.83,192.62,740.73,200.36,941.09,Electrical instability,Central,Rural,KOH-400
FAIL_008205,GEN_1750,PM_017402,2025-08-31,2025-08-31,2025-08-31,Cooling,Medium,Normal,Cooling issue observed after PM cycle,5.82,1.49,146.34,868.22,222.68,1090.9,Wear and tear,Central,Rural,KOH-400
FAIL_008206,GEN_1750,PM_017403,2025-12-16,2025-12-16,2025-12-16,Oil,Critical,High,Oil issue observed after PM cycle,11.03,6.27,573.38,1349.77,167.3,1517.07,Overdue maintenance,Central,Rural,KOH-400
FAIL_008207,GEN_1751,PM_017405,2023-07-09,2023-07-09,2023-07-09,Control Panel,High,High,Control Panel issue observed after PM cycle,12.19,5.66,374.77,1408.78,175.11,1583.89,Overdue maintenance,West,Hot-Dry,CAT-450
FAIL_008208,GEN_1751,PM_017412,2025-05-15,2025-05-15,2025-05-15,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,6.07,1.51,127.33,813.64,163.98,977.62,Overdue maintenance,West,Hot-Dry,CAT-450
FAIL_008209,GEN_1752,PM_017415,2023-03-09,2023-03-09,2023-03-09,Fuel,Medium,Normal,Fuel issue observed after PM cycle,6.05,2.34,219.46,872.13,176.3,1048.43,Wear and tear,South,Hot-Dry,GENX-550
FAIL_008210,GEN_1752,PM_017418,2024-01-07,2024-01-07,2024-01-07,Fuel,Low,Normal,Fuel issue observed after PM cycle,3.0,5.13,559.0,1318.21,237.51,1555.72,Electrical instability,South,Hot-Dry,GENX-550
FAIL_008211,GEN_1752,PM_017420,2024-06-03,2024-06-03,2024-06-03,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,7.79,3.56,348.33,825.18,139.06,964.24,Wear and tear,South,Hot-Dry,GENX-550
